"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
1444,223.5,68,11250,"Inside","2Story",7,5,2001,2002,"Gd","TA","PConc","Gd","TA","GLQ",486,434,920,"GasA","Ex","Y",920,866,1786,1,0,2,1,3,"Gd",6,1,"Attchd",2,608,"TA","TA",0,42,0,0
1638,591.587,52,51974,"CulDSac","1Story",9,5,2006,2007,"Ex","TA","PConc","Ex","TA","GLQ",1101,1559,2660,"GasA","Ex","Y",2338,0,2338,1,0,2,1,4,"Gd",8,2,"Attchd",3,1110,"Gd","TA",0,135,0,322
2009,210,70,8737,"Inside","1.5Fin",6,7,1923,1950,"TA","TA","BrkTil","Gd","TA","Rec",300,765,1065,"GasA","Ex","Y",915,720,1635,0,0,1,1,3,"TA",6,1,"Detchd",2,440,"TA","TA",0,38,0,0
370,185,85,11900,"Inside","2Story",5,6,1977,1977,"TA","TA","PConc","Gd","TA","ALQ",400,722,1122,"GasA","Ex","Y",946,988,1934,1,0,2,1,3,"TA",6,1,"Attchd",2,567,"TA","TA",0,176,0,200
950,215,71,12209,"CulDSac","2Story",6,5,2001,2002,"TA","TA","PConc","Ex","TA","ALQ",690,114,804,"GasA","Ex","Y",804,1157,1961,1,0,2,1,3,"Gd",7,1,"BuiltIn",2,560,"TA","TA",125,192,0,0
1671,128,0,17199,"FR2","1Story",4,7,1961,1961,"TA","Gd","BrkTil","TA","TA","ALQ",314,600,914,"GasA","Ex","Y",914,0,914,0,0,1,0,2,"TA",4,0,"Basment",1,270,"Fa","TA",140,0,0,0
35,120,24,2280,"FR2","1Story",7,6,1975,1975,"TA","TA","CBlock","Gd","TA","Unf",0,836,836,"GasA","Ex","Y",836,0,836,0,0,1,0,2,"TA",4,0,"Attchd",1,308,"TA","TA",0,30,0,0
485,257.5,0,12891,"Corner","2Story",8,5,2002,2002,"Gd","TA","PConc","Ex","TA","GLQ",651,219,870,"GasA","Ex","Y",878,1126,2004,1,0,2,1,4,"Gd",8,1,"BuiltIn",3,644,"TA","TA",0,48,0,0
1228,112.9,63,7584,"Inside","1Story",5,5,1953,1953,"TA","TA","CBlock","TA","TA","LwQ",531,505,1036,"GasA","Ex","Y",1036,0,1036,0,0,1,0,3,"TA",5,0,"Attchd",1,312,"TA","TA",120,24,0,0
1965,140,70,7315,"Inside","1Story",5,6,1958,1958,"TA","TA","CBlock","TA","TA","Rec",625,545,1170,"GasA","TA","Y",1170,0,1170,0,1,1,0,3,"TA",6,1,"Attchd",1,338,"TA","TA",0,0,0,225
1540,263.4,70,12392,"Inside","1.5Fin",7,9,1950,2000,"TA","Gd","CBlock","TA","Gd","GLQ",435,397,832,"GasA","Ex","Y",1218,943,2161,1,0,2,1,3,"Gd",8,2,"Attchd",2,506,"TA","TA",0,96,0,0
881,190,65,9313,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,864,864,"GasA","Ex","Y",864,864,1728,0,0,2,1,3,"Gd",7,0,"Attchd",2,572,"TA","TA",187,56,0,0
971,115,100,21750,"Inside","1Story",5,4,1960,2006,"TA","Fa","Slab","None","None","None",0,0,0,"GasA","TA","Y",1771,0,1771,0,0,1,0,3,"TA",9,1,"Attchd",2,336,"TA","TA",0,0,0,0
2494,120.875,0,13052,"CulDSac","1Story",5,6,1965,1965,"TA","TA","CBlock","TA","TA","Rec",712,312,1024,"GasA","TA","Y",1024,0,1024,0,0,1,1,3,"TA",5,0,"Attchd",1,308,"TA","TA",0,0,0,0
1124,226.7,75,9803,"Inside","2Story",7,5,2005,2005,"Gd","TA","PConc","Gd","TA","GLQ",400,466,866,"GasA","Gd","Y",866,902,1768,0,0,2,1,3,"Gd",7,0,"Attchd",2,603,"TA","TA",0,108,0,0
2381,342.643,111,16259,"Corner","2Story",9,5,2006,2006,"TA","TA","PConc","Ex","Gd","Unf",0,1249,1249,"GasA","Ex","Y",1249,1347,2596,0,0,3,1,4,"Gd",9,0,"Attchd",3,840,"TA","TA",240,154,0,0
1850,239,66,7399,"Inside","2Story",7,5,1997,1998,"Gd","TA","PConc","Gd","TA","BLQ",649,326,975,"GasA","Ex","Y",975,975,1950,0,0,2,1,3,"Gd",7,1,"Detchd",2,576,"TA","TA",0,10,0,198
1185,205,0,7500,"Inside","2Story",7,5,2002,2002,"Gd","TA","PConc","Gd","TA","Unf",0,952,952,"GasA","Ex","Y",952,860,1812,0,0,2,1,3,"TA",7,1,"Attchd",2,469,"TA","TA",144,112,0,0
138,190,137,16492,"Corner","1Story",6,6,1966,2002,"Gd","TA","CBlock","TA","TA","ALQ",247,557,1517,"GasA","Ex","Y",1888,0,1888,0,0,2,1,2,"Gd",6,1,"Attchd",2,578,"TA","TA",0,0,0,0
275,155.891,68,8842,"Corner","1Story",5,6,1954,1954,"TA","Gd","CBlock","Fa","TA","Unf",0,381,381,"GasA","Ex","Y",992,0,992,0,0,1,0,3,"TA",6,0,"Detchd",1,319,"TA","TA",60,0,56,0
258,191,0,9337,"Inside","2Story",7,5,1997,1998,"TA","TA","PConc","Gd","TA","ALQ",353,525,878,"GasA","Ex","Y",892,800,1692,0,0,2,1,3,"TA",8,1,"Attchd",2,513,"TA","TA",0,39,0,0
618,175,90,9900,"Inside","1Story",6,5,1967,1967,"Gd","TA","CBlock","TA","TA","Rec",1173,507,1680,"GasA","TA","Y",1691,0,1691,1,0,1,0,2,"TA",5,0,"Attchd",2,550,"Gd","TA",0,67,260,0
2798,210.9,0,21533,"FR2","2Story",7,5,1996,1997,"Gd","TA","PConc","Gd","TA","Unf",0,1065,1065,"GasA","Ex","Y",1065,984,2049,0,0,2,1,4,"Gd",9,1,"Attchd",2,467,"TA","TA",120,48,0,0
1772,290,65,12257,"Inside","2Story",8,5,1995,1995,"Gd","TA","PConc","Gd","TA","LwQ",56,1198,1318,"GasA","Ex","Y",1328,1203,2531,0,0,2,1,4,"Gd",9,1,"Attchd",3,752,"TA","TA",222,98,0,0
2899,202,0,8098,"Inside","1Story",6,5,2000,2000,"Gd","TA","Wood","Gd","TA","GLQ",1136,129,1381,"GasA","Ex","Y",1403,0,1403,1,0,2,0,2,"Gd",5,0,"Attchd",2,470,"TA","TA",0,173,0,0
1307,295,87,18386,"Inside","2.5Fin",7,9,1880,2002,"TA","TA","BrkTil","TA","TA","Unf",0,1470,1470,"GasA","Ex","Y",1675,1818,3493,0,0,3,0,3,"Gd",10,1,"Attchd",3,870,"TA","TA",302,0,0,0
1480,193,74,9627,"Inside","1Story",7,5,2007,2007,"Gd","TA","PConc","Gd","TA","GLQ",24,1327,1351,"GasA","Ex","Y",1361,0,1361,0,0,2,0,3,"Gd",6,0,"Attchd",2,610,"TA","TA",0,50,0,0
1443,235,75,12192,"Inside","2Story",7,5,2000,2001,"Gd","TA","PConc","Gd","TA","GLQ",663,265,928,"GasA","Ex","Y",928,895,1823,1,0,2,1,3,"Gd",6,0,"Attchd",2,626,"TA","TA",192,36,0,0
267,240,75,9375,"Inside","2Story",7,5,1997,1997,"Gd","TA","PConc","Gd","TA","Unf",0,1040,1040,"GasA","Ex","Y",1044,1054,2098,0,0,2,1,4,"Gd",9,1,"Attchd",2,621,"TA","TA",331,38,0,0
533,209,65,8127,"Inside","2Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","GLQ",410,402,812,"GasA","Ex","Y",812,841,1653,1,0,2,1,3,"Gd",6,0,"Attchd",2,628,"TA","TA",0,45,0,0
1141,163,50,8480,"Inside","2Story",6,5,1993,1994,"Gd","TA","PConc","Gd","TA","GLQ",602,284,886,"GasA","Ex","Y",886,794,1680,0,1,2,1,3,"Gd",7,0,"Attchd",2,474,"TA","TA",144,96,0,0
1109,271,81,10944,"Inside","2Story",7,5,1994,1994,"Gd","TA","PConc","Gd","TA","GLQ",1000,223,1223,"GasA","Ex","Y",1223,904,2127,1,0,2,1,3,"Gd",5,2,"Attchd",2,525,"TA","TA",171,132,0,0
2098,424.87,77,9965,"Inside","2Story",8,5,2006,2007,"Gd","TA","PConc","Ex","TA","GLQ",1150,316,1466,"GasA","Ex","Y",1466,1362,2828,1,0,3,0,4,"Gd",11,1,"BuiltIn",3,1052,"TA","TA",125,144,0,0
1955,128.5,66,8300,"Inside","1Story",6,6,1968,1968,"TA","TA","CBlock","TA","TA","Rec",952,0,952,"GasA","Gd","Y",952,0,952,1,0,1,0,3,"TA",5,0,"Attchd",1,288,"TA","TA",0,0,0,0
127,142.125,68,9717,"Inside","1Story",5,6,1950,1996,"TA","TA","CBlock","TA","TA","GLQ",49,0,1078,"GasA","Gd","Y",1078,0,1078,1,0,1,0,2,"Gd",5,0,"Attchd",1,240,"TA","TA",366,0,112,0
2198,96.5,55,10594,"Inside","1.5Unf",5,5,1926,1950,"TA","TA","BrkTil","TA","TA","Unf",0,768,768,"Grav","Fa","N",789,0,789,0,0,1,0,2,"TA",5,0,"Detchd",1,200,"Po","Po",0,0,112,0
1954,120,75,8700,"Inside","1Story",5,7,1961,1961,"TA","TA","CBlock","TA","TA","ALQ",192,728,920,"GasA","Gd","Y",888,0,888,0,1,1,0,3,"TA",5,0,"Attchd",1,240,"TA","TA",0,0,0,0
2278,147,70,8402,"Inside","1Story",5,5,2007,2007,"TA","TA","PConc","Gd","TA","ALQ",206,914,1120,"GasA","Ex","Y",1120,0,1120,0,0,1,0,3,"TA",6,0,"None",0,0,"None","None",0,30,0,0
1227,165.5,80,9600,"Inside","SLvl",6,6,1955,1996,"TA","TA","CBlock","TA","TA","BLQ",831,161,992,"GasA","Gd","Y",1661,0,1661,1,0,1,0,3,"Gd",8,1,"BuiltIn",1,377,"TA","TA",0,28,0,178
66,410,56,14720,"CulDSac","1.5Fin",8,5,1995,1996,"Gd","TA","PConc","Gd","TA","GLQ",816,1217,2033,"GasA","Ex","Y",2053,1185,3238,1,0,2,1,4,"Gd",9,1,"Attchd",3,666,"TA","TA",283,86,0,0
1056,372.402,107,13891,"Inside","1Story",8,5,2007,2008,"Gd","TA","PConc","Ex","TA","GLQ",1400,310,1710,"GasA","Ex","Y",1710,0,1710,1,0,2,0,2,"Gd",6,1,"Attchd",3,866,"TA","TA",0,102,0,0
1802,227.875,84,10207,"Inside","2Story",7,6,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,874,874,"GasA","Ex","Y",874,887,1761,0,0,3,0,3,"Gd",7,0,"Attchd",2,578,"TA","TA",144,105,0,0
43,259,79,14122,"Inside","1Story",8,5,2005,2006,"Gd","TA","PConc","Ex","TA","GLQ",28,1794,1822,"GasA","Ex","Y",1822,0,1822,0,0,2,0,3,"Ex",8,1,"Attchd",3,678,"TA","TA",0,119,0,0
2583,156,70,8092,"Inside","1Story",6,8,1954,2000,"TA","Gd","CBlock","TA","TA","ALQ",824,226,1050,"GasA","Ex","Y",1050,0,1050,1,0,1,0,3,"Gd",6,0,"Attchd",1,286,"TA","TA",0,0,0,0
2297,138,50,6723,"Inside","SFoyer",5,7,1971,1971,"TA","TA","CBlock","Gd","TA","GLQ",796,0,796,"GasA","TA","Y",796,0,796,0,1,1,0,2,"TA",5,0,"None",0,0,"None","None",129,0,0,0
631,150,73,8760,"Inside","1Story",5,7,1956,1956,"Gd","TA","CBlock","TA","TA","ALQ",856,313,1169,"GasA","TA","Y",1144,0,1144,1,0,1,0,3,"TA",6,0,"Attchd",1,286,"TA","TA",257,0,0,0
151,122.5,119,10895,"Corner","1Story",5,6,1955,1955,"TA","Gd","CBlock","TA","TA","Rec",648,324,972,"GasA","TA","Y",972,0,972,0,0,1,0,3,"TA",5,0,"Attchd",1,305,"TA","TA",0,0,205,0
579,150,0,9991,"Corner","1Story",4,4,1976,1993,"TA","TA","CBlock","TA","TA","BLQ",1116,165,1281,"GasA","Ex","Y",1620,0,1620,1,0,2,0,3,"TA",8,1,"Attchd",2,490,"TA","TA",120,78,0,0
1895,147,0,11382,"Inside","1Story",6,5,1964,1964,"TA","TA","CBlock","TA","TA","ALQ",54,533,1130,"GasA","TA","Y",1374,0,1374,0,1,1,0,3,"TA",7,1,"Attchd",1,286,"TA","TA",0,28,84,0
119,143,0,9790,"Inside","1Story",6,5,1963,1963,"TA","TA","CBlock","TA","TA","ALQ",569,678,1328,"GasA","TA","Y",1328,0,1328,1,0,1,1,3,"TA",6,2,"Attchd",2,528,"TA","TA",0,26,0,0
2462,405.749,100,13162,"Corner","2Story",9,5,2006,2006,"Gd","TA","PConc","Ex","TA","GLQ",1836,200,2036,"GasA","Ex","Y",2036,604,2640,1,0,3,1,3,"Ex",11,1,"Attchd",3,792,"TA","TA",0,265,0,0
280,107,94,7819,"Inside","SLvl",6,5,1976,1976,"TA","TA","CBlock","TA","TA","ALQ",422,480,1029,"GasA","TA","Y",1117,0,1117,1,0,1,0,3,"TA",6,1,"Detchd",2,672,"TA","TA",144,0,0,0
2478,187,70,8304,"Inside","2Story",6,5,1997,1998,"TA","TA","PConc","Gd","TA","Unf",0,941,941,"GasA","Ex","Y",941,896,1837,0,0,2,1,3,"TA",7,0,"Attchd",2,688,"TA","TA",150,165,0,0
999,175,57,21872,"FR2","2Story",7,5,1996,1997,"TA","TA","PConc","Gd","TA","GLQ",604,125,729,"GasA","Ex","Y",729,717,1446,0,1,2,1,3,"TA",6,1,"Attchd",2,406,"TA","TA",264,22,0,0
2065,187,81,14175,"Inside","1Story",5,5,1956,1998,"TA","TA","CBlock","TA","TA","Rec",386,332,1240,"GasA","Gd","Y",1375,0,1375,1,0,1,0,3,"TA",6,1,"Attchd",1,323,"TA","TA",0,0,0,0
798,105,60,9060,"Inside","1.5Fin",6,5,1939,1950,"TA","TA","BrkTil","TA","TA","Rec",204,356,560,"GasA","TA","Y",698,560,1258,0,0,1,0,2,"TA",6,0,"Detchd",1,280,"TA","TA",0,0,0,0
896,120,70,11767,"Inside","1Story",5,5,1950,1950,"TA","TA","CBlock","Fa","TA","Rec",1078,0,1078,"GasA","TA","Y",1368,0,1368,1,0,1,0,3,"TA",6,0,"Attchd",1,195,"TA","TA",0,41,211,0
1080,207,59,8198,"FR3","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",720,638,1358,"GasA","Ex","Y",1358,0,1358,1,0,2,0,2,"Gd",6,1,"Attchd",2,484,"TA","TA",192,30,0,0
1719,207,41,6289,"Inside","1Story",6,5,2005,2006,"Gd","TA","PConc","Gd","TA","ALQ",762,600,1362,"GasA","Ex","Y",1362,0,1362,1,0,2,0,2,"Gd",6,1,"Attchd",2,460,"TA","TA",192,28,0,0
2876,85,50,7030,"Inside","1Story",4,6,1925,1950,"TA","TA","BrkTil","TA","TA","Unf",0,641,641,"GasA","Gd","Y",641,0,641,0,0,1,0,2,"Fa",4,0,"Detchd",1,272,"TA","TA",184,0,70,0
244,84.9,60,11100,"Inside","1Story",4,7,1946,2006,"TA","TA","CBlock","None","None","None",0,0,0,"GasA","Ex","Y",930,0,930,0,0,1,0,2,"Gd",6,0,"Detchd",1,308,"TA","TA",0,0,0,0
2179,157,60,7024,"Inside","1Story",5,5,2005,2006,"TA","TA","PConc","Ex","Gd","ALQ",980,110,1090,"GasA","Gd","Y",1090,0,1090,1,0,1,1,2,"TA",5,0,"Attchd",2,450,"TA","TA",0,49,0,0
1212,145,75,8250,"Inside","1Story",6,7,1964,1964,"TA","TA","CBlock","Gd","TA","Rec",787,305,1092,"GasA","Ex","Y",1092,0,1092,1,0,1,0,3,"TA",6,0,"Attchd",2,504,"TA","Gd",0,0,0,0
131,76.5,55,5350,"Inside","1Story",3,2,1940,1966,"TA","Po","CBlock","TA","TA","Unf",0,728,728,"GasA","Ex","Y",1306,0,1306,0,0,1,0,3,"Fa",6,0,"None",0,0,"None","None",263,0,0,0
484,236,0,8795,"Inside","2Story",7,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",300,652,952,"GasA","Ex","Y",980,1276,2256,0,0,2,1,4,"Gd",8,1,"BuiltIn",2,554,"TA","TA",224,54,0,0
1456,235,0,10316,"Inside","2Story",7,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",735,257,992,"GasA","Ex","Y",992,873,1865,1,0,2,1,3,"Gd",7,1,"Attchd",3,839,"TA","TA",0,184,0,0
242,308.03,44,17485,"Inside","1Story",7,5,2009,2010,"Gd","TA","PConc","Gd","TA","GLQ",1346,162,1508,"GasA","Ex","Y",1508,0,1508,1,0,1,0,1,"Gd",5,2,"Attchd",2,572,"TA","TA",0,0,0,0
442,324,102,13514,"Corner","1Story",9,5,2008,2008,"Ex","TA","PConc","Ex","TA","GLQ",1142,632,1774,"GasA","Ex","Y",1808,0,1808,1,0,2,0,3,"Ex",7,1,"Attchd",3,850,"TA","TA",200,26,0,0
2705,157,50,5500,"Inside","1Story",7,5,2004,2004,"TA","TA","PConc","Gd","Gd","GLQ",510,190,1073,"GasA","Ex","Y",1073,0,1073,1,0,2,0,2,"TA",4,0,"Detchd",1,246,"TA","TA",0,120,0,0
1922,139.4,80,9250,"Corner","1Story",5,7,1954,2005,"TA","TA","CBlock","TA","TA","BLQ",480,108,1056,"GasA","TA","Y",1056,0,1056,0,1,1,0,3,"TA",6,0,"Attchd",1,260,"TA","TA",390,0,0,0
1407,240,75,45600,"Inside","1.5Fin",6,8,1908,1997,"TA","TA","BrkTil","TA","TA","Unf",0,907,907,"GasA","TA","Y",1307,1051,2358,0,0,3,0,5,"TA",10,1,"Detchd",2,360,"Fa","TA",486,40,0,175
1999,133.9,60,7200,"Corner","2.5Unf",6,6,1910,1998,"TA","TA","BrkTil","TA","Fa","Rec",1046,168,1214,"GasW","Ex","N",1260,1031,2291,0,1,2,0,4,"TA",9,1,"Detchd",2,506,"TA","TA",0,0,0,99
492,181,0,24682,"CulDSac","2Story",6,5,1999,1999,"TA","TA","PConc","Gd","TA","Unf",0,841,841,"GasA","Ex","Y",892,783,1675,0,0,2,1,3,"TA",7,1,"BuiltIn",2,502,"TA","TA",0,103,0,0
1533,188.7,74,11988,"Inside","2Story",6,7,1934,1995,"TA","TA","CBlock","TA","TA","LwQ",326,389,715,"GasA","Fa","Y",849,811,1660,0,0,1,1,3,"TA",6,1,"Detchd",1,240,"TA","TA",0,0,0,0
95,190,39,3515,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,840,840,"GasA","Ex","Y",840,840,1680,0,0,2,1,2,"Gd",3,0,"Attchd",2,588,"TA","TA",0,111,0,0
508,275,86,11194,"Inside","1Story",8,5,2008,2008,"Gd","TA","PConc","Gd","TA","Unf",0,1696,1696,"GasA","Ex","Y",1696,0,1696,0,0,2,0,3,"Gd",7,0,"Attchd",3,972,"TA","TA",120,56,0,0
1097,225,41,12460,"FR2","2Story",7,5,1999,2000,"Gd","TA","PConc","Gd","TA","GLQ",870,167,1037,"GasA","Ex","Y",1037,1285,2322,0,0,2,1,4,"TA",8,1,"BuiltIn",2,400,"TA","TA",144,44,0,0
1340,113,50,5000,"Inside","1.5Unf",6,7,1926,1950,"TA","TA","BrkTil","TA","TA","Unf",0,992,992,"GasA","Ex","Y",1013,0,1013,0,0,1,0,3,"TA",6,0,"Detchd",1,160,"Fa","TA",0,0,101,0
182,12.789,68,9656,"Inside","1Story",2,2,1923,1970,"TA","Fa","BrkTil","Fa","Fa","Unf",0,678,678,"GasA","TA","N",832,0,832,0,0,1,0,2,"TA",5,1,"Detchd",2,780,"Fa","Fa",0,0,0,0
2709,153.6,0,11327,"Inside","1Story",5,6,1967,1967,"TA","TA","CBlock","TA","TA","ALQ",779,285,1064,"GasA","TA","Y",1064,0,1064,0,1,1,0,3,"TA",6,1,"Attchd",2,528,"TA","TA",314,48,0,0
915,155,60,7200,"Inside","2Story",7,9,1936,2007,"Gd","Gd","PConc","Gd","Gd","ALQ",350,0,560,"GasA","Ex","Y",575,560,1135,1,0,1,0,3,"Gd",6,0,"Detchd",2,576,"TA","TA",256,0,0,0
1675,177,26,10943,"FR2","1Story",6,5,1997,1998,"Gd","TA","PConc","Gd","TA","GLQ",930,475,1405,"GasA","Ex","Y",1337,0,1337,1,0,2,0,2,"Gd",5,1,"Attchd",2,522,"TA","TA",0,68,0,0
1563,275,44,3842,"Inside","1Story",8,5,2004,2005,"Gd","TA","PConc","Ex","TA","GLQ",1373,221,1594,"GasA","Ex","Y",1646,0,1646,1,1,2,0,2,"Gd",5,1,"Attchd",2,482,"TA","TA",128,53,0,155
2066,158,99,16779,"Inside","2Story",5,4,1920,1996,"TA","Fa","CBlock","Gd","TA","BLQ",267,404,671,"GasA","Fa","Y",1567,1087,2654,0,0,3,0,4,"TA",11,1,"Attchd",2,638,"TA","TA",128,570,0,0
468,174,122,11911,"Inside","2Story",6,5,2005,2005,"Gd","TA","PConc","Gd","TA","Unf",0,684,684,"GasA","Ex","Y",684,876,1560,0,0,2,1,3,"Gd",6,1,"BuiltIn",2,400,"TA","TA",100,38,0,0
222,154,0,8246,"Inside","1Story",5,8,1968,2001,"TA","Gd","CBlock","TA","TA","Rec",188,204,1060,"GasA","Ex","Y",1060,0,1060,1,0,1,0,3,"Gd",6,1,"Attchd",1,270,"TA","TA",406,90,0,0
600,141.5,60,7436,"Inside","1Story",4,7,1960,1960,"TA","TA","CBlock","TA","TA","ALQ",734,160,894,"GasA","Gd","Y",894,0,894,1,0,1,0,2,"TA",5,1,"Detchd",2,396,"TA","TA",0,0,0,0
2238,75.2,46,3672,"Inside","1Story",5,7,1922,1950,"TA","TA","BrkTil","TA","TA","Unf",0,816,816,"GasA","Ex","Y",816,0,816,0,0,1,0,2,"TA",5,0,"Detchd",1,100,"Fa","Fa",0,0,96,0
1932,128.6,70,8078,"Inside","1Story",5,5,1958,1958,"TA","TA","CBlock","TA","TA","Unf",0,1560,1560,"GasA","TA","Y",1560,0,1560,0,0,2,0,4,"TA",8,0,"Detchd",2,484,"TA","TA",0,0,0,0
2902,369.9,88,11443,"Inside","1Story",8,5,2005,2006,"Gd","TA","PConc","Ex","TA","GLQ",1460,408,1868,"GasA","Ex","Y",2028,0,2028,1,0,2,0,2,"Gd",7,2,"Attchd",3,880,"TA","TA",326,66,0,0
1293,200,63,11426,"Inside","1.5Fin",7,5,2003,2003,"TA","TA","PConc","Gd","TA","Unf",0,1362,1362,"GasA","Ex","Y",1362,720,2082,0,0,2,1,3,"Gd",6,0,"Detchd",2,484,"TA","TA",280,238,0,0
564,275,0,15676,"Inside","1Story",8,8,1980,1980,"Gd","Gd","CBlock","Gd","Gd","ALQ",1733,189,2014,"GasA","Gd","Y",2014,0,2014,1,0,2,0,2,"Gd",6,2,"Attchd",3,864,"TA","TA",462,0,0,0
1311,98,34,4571,"Inside","2Story",5,5,1916,1950,"TA","TA","BrkTil","TA","TA","Unf",0,624,624,"GasA","Fa","N",624,720,1344,0,0,1,0,4,"TA",7,0,"Detchd",3,513,"Fa","Fa",0,0,96,0
2402,275,74,10927,"Inside","2Story",8,5,2005,2005,"Gd","TA","PConc","Gd","TA","GLQ",546,512,1058,"GasA","Ex","Y",1058,846,1904,1,0,2,1,3,"Ex",8,1,"BuiltIn",2,736,"TA","TA",179,60,0,0
1008,185,0,14067,"FR3","2Story",6,5,1991,1991,"TA","TA","PConc","Gd","TA","ALQ",504,332,836,"GasA","Gd","Y",851,858,1709,1,0,2,1,3,"Gd",7,0,"Attchd",2,416,"TA","TA",0,40,0,0
1542,224,0,14778,"CulDSac","1Story",6,7,1954,2006,"Gd","TA","CBlock","TA","TA","BLQ",728,568,1296,"GasA","Ex","Y",1640,0,1640,1,0,1,0,3,"Gd",7,1,"Detchd",2,924,"TA","TA",108,0,0,0
398,76.5,60,7038,"Inside","1Story",4,6,1970,1970,"TA","TA","CBlock","TA","TA","ALQ",726,138,864,"GasA","TA","Y",864,0,864,1,0,1,0,3,"TA",5,0,"Detchd",2,576,"TA","TA",210,0,0,0
1384,120,0,9981,"Corner","1Story",5,5,1967,1967,"TA","TA","CBlock","TA","TA","BLQ",221,852,1073,"GasA","Gd","Y",1073,0,1073,0,0,1,0,3,"TA",6,0,"Attchd",1,270,"TA","TA",0,90,0,0
1560,392.5,64,5587,"Inside","1Story",8,5,2008,2008,"Ex","TA","PConc","Ex","TA","GLQ",1480,120,1600,"GasA","Ex","Y",1652,0,1652,1,1,2,0,2,"Gd",5,1,"Attchd",2,482,"TA","TA",162,53,0,0
128,197.6,68,9724,"Inside","1.5Fin",5,7,1952,2002,"Gd","TA","CBlock","TA","TA","LwQ",670,470,1140,"GasA","Gd","Y",1929,532,2461,0,0,2,0,3,"TA",7,2,"Detchd",2,400,"TA","TA",0,0,0,0
689,145,75,8604,"Inside","SFoyer",5,7,1978,1978,"TA","Gd","CBlock","Gd","TA","GLQ",941,0,941,"GasA","Gd","Y",941,0,941,1,0,1,0,2,"Gd",4,0,"Attchd",2,564,"TA","TA",0,40,0,0
2837,81,58,8410,"FR2","1.5Fin",5,3,1910,1996,"TA","Fa","PConc","TA","TA","Unf",0,658,658,"GasA","TA","Y",658,526,1184,0,0,1,0,5,"TA",8,0,"None",0,0,"None","None",0,151,0,0
1415,107.5,70,7000,"Inside","2Story",5,7,1910,1991,"TA","TA","CBlock","Gd","TA","GLQ",969,148,1117,"GasA","TA","Y",820,527,1347,1,0,1,0,3,"TA",5,0,"None",0,0,"None","None",85,0,148,0
1377,148,0,11235,"Corner","SFoyer",5,6,1963,1963,"TA","TA","CBlock","Gd","TA","ALQ",784,197,981,"GasA","TA","Y",1075,0,1075,1,0,1,0,3,"Gd",6,0,"Detchd",2,440,"TA","TA",64,0,0,64
1620,161.5,56,8872,"Inside","SLvl",6,5,1997,1997,"TA","TA","PConc","Gd","TA","Unf",0,384,384,"GasA","Gd","Y",754,630,1384,0,0,2,1,3,"TA",7,1,"BuiltIn",2,390,"TA","TA",0,0,0,0
890,127,80,10682,"Inside","1Story",4,6,1960,1971,"TA","TA","CBlock","TA","TA","GLQ",399,615,1014,"GasA","TA","Y",1149,0,1149,1,0,1,0,3,"TA",7,0,"2Types",1,544,"TA","TA",0,240,0,0
905,117,60,10998,"Inside","1.5Fin",5,5,1941,1960,"TA","TA","CBlock","TA","TA","LwQ",408,156,984,"GasA","Ex","Y",984,620,1604,0,0,2,0,3,"TA",6,0,"Detchd",2,660,"TA","TA",0,68,0,0
1127,339.75,85,10800,"Inside","2Story",8,5,2007,2008,"Gd","TA","PConc","Ex","TA","GLQ",789,245,1034,"GasA","Ex","Y",1050,1028,2078,1,0,2,1,3,"Ex",8,1,"Attchd",3,836,"TA","TA",0,102,0,0
383,197.5,0,10304,"CulDSac","2Story",5,7,1976,1976,"TA","Gd","CBlock","TA","TA","ALQ",381,399,780,"GasA","Ex","Y",1088,780,1868,1,0,2,1,4,"Gd",9,1,"Attchd",2,484,"TA","TA",448,96,0,0
436,296,129,16870,"FR3","1Story",8,5,2004,2005,"Gd","TA","PConc","Ex","TA","GLQ",1531,251,1782,"GasA","Ex","Y",1782,0,1782,1,0,2,0,3,"Gd",7,2,"Attchd",3,932,"TA","TA",99,82,0,0
2663,144,65,8850,"Corner","2.5Unf",7,6,1916,1950,"TA","TA","BrkTil","TA","TA","Unf",0,815,815,"GasA","Ex","Y",815,875,1690,0,0,1,0,3,"TA",7,1,"Detchd",1,225,"TA","TA",0,0,330,0
